,etat,marque,prix_euro,couleur,taille_ecran_pouce,capacite_stockage_Go,megapixel,systeme_exploitation,resolution_ecran,reseau,date_de_sortie,memoire,connecteur,double_sim,port_carte_SD,pliable,poids_g
703,Très bon état,samsung,120.0,noir,6.2,32.0,13,Android,720x1520,4G,2019,2.0,micro USB + Jack 3.5mm,Oui,Oui,Non,168
704,État correct,samsung,239.0,bleu,6.2,64.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,189
705,Très bon état,samsung,235.0,bleu,6.2,64.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,189
706,Parfait état,samsung,290.0,bleu,6.2,64.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,189
707,État correct,samsung,275.0,vert,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
708,Très bon état,samsung,298.0,vert,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
709,Parfait état,samsung,355.0,vert,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
710,État correct,samsung,450.0,noir,6.8,256.0,16,Android,1440x3040,4G,2019,12.0,USB-C,Oui,Oui,Non,196
711,Très bon état,samsung,434.0,noir,6.8,256.0,16,Android,1440x3040,4G,2019,12.0,USB-C,Oui,Oui,Non,196
712,Parfait état,samsung,499.0,noir,6.8,256.0,16,Android,1440x3040,4G,2019,12.0,USB-C,Oui,Oui,Non,196
713,État correct,apple,579.0,vert,6.1,256.0,12,iOS,828x1792,4G,2019,4.0,Lightning,Non,Non,Non,194
714,Très bon état,apple,620.0,vert,6.1,256.0,12,iOS,828x1792,4G,2019,4.0,Lightning,Non,Non,Non,194
715,Parfait état,apple,670.0,vert,6.1,256.0,12,iOS,828x1792,4G,2019,4.0,Lightning,Non,Non,Non,194
716,État correct,samsung,255.0,rose,5.8,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
717,Parfait état,samsung,215.0,rose,5.8,64.0,12,Android,1440x2960,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
718,Parfait état,apple,310.0,or,4.7,128.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
719,Très bon état,google,223.0,noir,5.5,64.0,"12,2",Android,1080x2160,4G,2018,4.0,USB-C,Non,Non,Non,148
720,État correct,samsung,349.0,noir,6.3,256.0,12,Android,1080x2280,4G,2019,8.0,USB-C,Oui,Non,Non,168
721,Très bon état,samsung,395.0,noir,6.3,256.0,12,Android,1080x2280,4G,2019,8.0,USB-C,Oui,Non,Non,168
722,Parfait état,samsung,479.0,noir,6.3,256.0,12,Android,1080x2280,4G,2019,8.0,USB-C,Oui,Non,Non,168
723,État correct,samsung,489.0,bleu,6.5,128.0,12,Android,1080x2400,5G,2020,8.0,USB-C,Oui,Oui,Non,190
724,Très bon état,samsung,499.0,bleu,6.5,128.0,12,Android,1080x2400,5G,2020,8.0,USB-C,Oui,Oui,Non,190
725,Parfait état,samsung,499.0,bleu,6.5,128.0,12,Android,1080x2400,5G,2020,8.0,USB-C,Oui,Oui,Non,190
726,État correct,samsung,640.0,gris,6.2,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Non,Non,Non,171
727,Très bon état,samsung,665.0,gris,6.2,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Non,Non,Non,171
728,Parfait état,samsung,650.0,gris,6.2,128.0,64,Android,1080x2400,5G,2021,8.0,USB-C,Non,Non,Non,171
729,État correct,huawei,280.0,noir,6.1,128.0,40,Android,1080x2240,4G,2018,6.0,USB-C,Non,Non,Non,180
730,Très bon état,huawei,213.0,noir,6.1,128.0,40,Android,1080x2240,4G,2018,6.0,USB-C,Non,Non,Non,180
731,Parfait état,huawei,299.99,noir,6.1,128.0,40,Android,1080x2240,4G,2018,6.0,USB-C,Non,Non,Non,180
732,État correct,apple,259.0,or rose,5.5,128.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
733,Très bon état,apple,320.0,or rose,5.5,128.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
734,État correct,samsung,538.0,gris cosmique,6.9,128.0,108,Android,1440x3200,5G,2020,12.0,USB-C,Oui,Oui,Non,222
735,Très bon état,samsung,752.84,gris cosmique,6.9,128.0,108,Android,1440x3200,5G,2020,12.0,USB-C,Oui,Oui,Non,222
736,Parfait état,samsung,699.0,gris cosmique,6.9,128.0,108,Android,1440x3200,5G,2020,12.0,USB-C,Oui,Oui,Non,222
737,État correct,samsung,159.0,bleu,6.2,32.0,13,Android,720x1520,4G,2019,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,168
738,État correct,samsung,160.0,bleu,5.8,32.0,13,Android,720x1560,4G,2019,3.0,USB-C + Jack 3.5mm,Oui,Oui,Non,141
739,État correct,samsung,219.0,ultra violet,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,163
740,Très bon état,samsung,263.0,ultra violet,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,163
741,Parfait état,samsung,252.0,ultra violet,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,163
742,État correct,huawei,480.0,argent givré,6.58,256.0,50,Huawei Mobile Services,1200x2640,5G,2020,8.0,USB-C,Oui,Oui,Non,209
743,Très bon état,huawei,500.0,argent givré,6.58,256.0,50,Huawei Mobile Services,1200x2640,5G,2020,8.0,USB-C,Oui,Oui,Non,209
744,Parfait état,huawei,594.0,argent givré,6.58,256.0,50,Huawei Mobile Services,1200x2640,5G,2020,8.0,USB-C,Oui,Oui,Non,209
745,Parfait état,samsung,999.0,corail,6.4,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Non,Oui,Non,175
746,État correct,apple,243.0,noir de jais,5.5,128.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
747,État correct,samsung,369.99,jaune,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,150
748,Très bon état,samsung,299.0,jaune,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,150
749,Parfait état,samsung,339.0,jaune,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,150
750,État correct,samsung,339.0,vert,6.4,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,175
751,Très bon état,samsung,497.64,vert,6.4,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,175
752,Parfait état,samsung,399.0,vert,6.4,128.0,16,Android,1440x3040,4G,2019,8.0,USB-C + Jack 3.5mm,Oui,Oui,Non,175
753,État correct,apple,440.0,rouge,4.7,256.0,12,iOS,750x1334,4G,2020,3.0,Lightning,Non,Non,Non,148
754,Parfait état,apple,452.0,rouge,4.7,256.0,12,iOS,750x1334,4G,2020,3.0,Lightning,Non,Non,Non,148
755,État correct,samsung,529.0,bleu,6.7,128.0,64,Android,1440x3200,4G,2020,8.0,USB-C,Oui,Oui,Non,186
756,Très bon état,samsung,552.0,bleu,6.7,128.0,64,Android,1440x3200,4G,2020,8.0,USB-C,Oui,Oui,Non,186
757,Parfait état,samsung,569.0,bleu,6.7,128.0,64,Android,1440x3200,4G,2020,8.0,USB-C,Oui,Oui,Non,186
758,Parfait état,samsung,238.0,gris,6.2,64.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,189
759,État correct,apple,130.0,or rose,4.0,16.0,12,iOS,640x1136,4G,2016,2.0,Lightning + Jack 3.5mm,Non,Non,Non,113
760,Très bon état,apple,169.0,or rose,4.0,16.0,12,iOS,640x1136,4G,2016,2.0,Lightning + Jack 3.5mm,Non,Non,Non,113
761,État correct,sony,294.0,noir,6.1,128.0,12,Android,1080x2520,4G,2019,6.0,USB-C,Oui,Oui,Non,164
762,Très bon état,sony,339.99,noir,6.1,128.0,12,Android,1080x2520,4G,2019,6.0,USB-C,Oui,Oui,Non,164
763,Parfait état,sony,350.99,noir,6.1,128.0,12,Android,1080x2520,4G,2019,6.0,USB-C,Oui,Oui,Non,164
764,Très bon état,samsung,321.0,noir,6.7,128.0,48,Android,1080x2400,5G,2019,6.0,USB-C,Non,Oui,Non,206
765,Parfait état,samsung,314.0,noir,6.7,128.0,48,Android,1080x2400,5G,2019,6.0,USB-C,Non,Oui,Non,206
766,État correct,samsung,580.0,gris cosmique,6.9,256.0,108,Android,1440x3200,5G,2020,12.0,USB-C,Non,Oui,Non,222
767,Très bon état,samsung,640.0,gris cosmique,6.9,256.0,108,Android,1440x3200,5G,2020,12.0,USB-C,Non,Oui,Non,222
768,État correct,huawei,159.0,noir,5.0,16.0,13,Android,720x1280,4G,2015,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,131
769,Très bon état,huawei,82.0,noir,5.0,16.0,13,Android,720x1280,4G,2015,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,131
770,État correct,samsung,230.0,blanc,6.4,128.0,25,Android,1080x2340,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,168
771,Très bon état,samsung,250.0,blanc,6.4,128.0,25,Android,1080x2340,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,168
772,Parfait état,samsung,284.79,blanc,6.4,128.0,25,Android,1080x2340,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,168
773,État correct,xiaomi,240.0,gris,6.67,128.0,64,Android,1080x2400,4G,2020,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,209
774,Parfait état,xiaomi,234.0,gris,6.67,128.0,64,Android,1080x2400,4G,2020,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,209
775,Très bon état,huawei,399.0,noir,6.47,128.0,40,Android,1080x2340,4G,2019,8.0,USB-C,Non,Oui,Non,192
776,Parfait état,huawei,397.0,noir,6.47,128.0,40,Android,1080x2340,4G,2019,8.0,USB-C,Non,Oui,Non,192
777,État correct,samsung,169.99,noir,5.7,32.0,16,Android,1440x2560,4G,2014,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,176
778,Très bon état,samsung,150.0,noir,5.7,32.0,16,Android,1440x2560,4G,2014,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,176
779,Parfait état,samsung,189.0,noir,5.7,32.0,16,Android,1440x2560,4G,2014,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,176
780,Très bon état,huawei,169.99,noir,5.84,64.0,16,Android,1080x2280,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
781,Parfait état,huawei,177.0,noir,5.84,64.0,16,Android,1080x2280,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
782,État correct,huawei,185.0,bleu,6.1,128.0,24,Android,1080x2312,4G,2019,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,159
783,État correct,apple,199.0,argent,4.0,64.0,12,iOS,640x1136,4G,2016,2.0,Lightning + Jack 3.5mm,Non,Non,Non,113
784,État correct,samsung,479.0,noir,6.3,256.0,12,Android,1080x2280,4G,2019,8.0,USB-C,Non,Oui,Non,168
785,Très bon état,samsung,419.0,noir,6.3,256.0,12,Android,1080x2280,4G,2019,8.0,USB-C,Non,Oui,Non,168
786,Parfait état,samsung,419.0,noir,6.3,256.0,12,Android,1080x2280,4G,2019,8.0,USB-C,Non,Oui,Non,168
787,État correct,samsung,103.99,noir,5.0,16.0,13,Android,720x1280,4G,2017,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,172
788,Parfait état,samsung,155.0,noir,5.0,16.0,13,Android,720x1280,4G,2017,2.0,micro USB + Jack 3.5mm,Non,Oui,Non,172
789,État correct,apple,210.0,gris sidéral,5.5,64.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
790,Parfait état,apple,289.0,gris sidéral,5.5,64.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
791,État correct,samsung,580.0,noir,6.9,256.0,108,Android,1440x3200,5G,2020,12.0,USB-C,Non,Oui,Non,222
792,Très bon état,samsung,640.0,noir,6.9,256.0,108,Android,1440x3200,5G,2020,12.0,USB-C,Non,Oui,Non,222
793,État correct,apple,106.88,bleu pacifique,6.1,512.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
794,Très bon état,apple,120.0,bleu pacifique,6.1,512.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
795,Parfait état,apple,159.0,bleu pacifique,6.1,512.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
796,État correct,samsung,119.0,noir,5.2,16.0,13,Android,720x1280,4G,2017,3.0,micro USB + Jack 3.5mm,Oui,Oui,Non,150
797,État correct,samsung,198.0,blanc,5.9,64.0,16,Android,1080x2340,4G,2019,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,140
798,État correct,samsung,296.34,blanc prisme,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
799,Très bon état,samsung,285.0,blanc prisme,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
800,Parfait état,samsung,336.0,blanc prisme,5.8,128.0,16,Android,1080x2280,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,150
801,État correct,apple,384.0,argent,5.5,256.0,12,iOS,1080x1920,4G,2017,3.0,Lightning,Non,Non,Non,202
802,Très bon état,apple,425.0,argent,5.5,256.0,12,iOS,1080x1920,4G,2017,3.0,Lightning,Non,Non,Non,202
803,Parfait état,apple,396.0,argent,5.5,256.0,12,iOS,1080x1920,4G,2017,3.0,Lightning,Non,Non,Non,202
804,Parfait état,samsung,501.0,bleu,6.5,128.0,12,Android,1080x2400,4G,2020,6.0,USB-C,Non,Oui,Non,190
805,État correct,apple,940.0,argent,6.1,256.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
806,Très bon état,apple,106.0,argent,6.1,256.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
807,Parfait état,apple,119.0,argent,6.1,256.0,12,iOS,1170x2532,5G,2020,6.0,Lightning,Non,Non,Non,187
808,État correct,oneplus,196.0,noir,6.28,64.0,20,Android,1080x2280,4G,2018,6.0,USB-C + Jack 3.5mm,Non,Non,Non,177
809,Très bon état,oneplus,209.0,noir,6.28,64.0,20,Android,1080x2280,4G,2018,6.0,USB-C + Jack 3.5mm,Non,Non,Non,177
810,Parfait état,oneplus,240.0,noir,6.28,64.0,20,Android,1080x2280,4G,2018,6.0,USB-C + Jack 3.5mm,Non,Non,Non,177
811,État correct,samsung,310.0,noir,6.4,128.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,201
812,Très bon état,samsung,327.0,noir,6.4,128.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,201
813,Parfait état,samsung,350.0,noir,6.4,128.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,201
814,État correct,apple,840.0,bleu,6.1,256.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
815,Très bon état,apple,850.0,bleu,6.1,256.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
816,Parfait état,apple,880.0,bleu,6.1,256.0,12,iOS,1170x2532,5G,2020,4.0,Lightning,Non,Non,Non,164
817,État correct,samsung,99.0,noir,4.5,16.0,8,Android,720x1280,4G,2014,15.0,micro USB + Jack 3.5mm,Non,Oui,Non,120
818,Très bon état,samsung,123.0,noir,4.5,16.0,8,Android,720x1280,4G,2014,15.0,micro USB + Jack 3.5mm,Non,Oui,Non,120
819,Parfait état,samsung,165.0,noir,4.5,16.0,8,Android,720x1280,4G,2014,15.0,micro USB + Jack 3.5mm,Non,Oui,Non,120
820,État correct,samsung,180.0,noir,5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
821,Très bon état,samsung,249.99,noir,5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
822,Parfait état,samsung,198.99,noir,5.5,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,157
823,État correct,apple,235.0,argent,5.5,32.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
824,Très bon état,apple,249.0,argent,5.5,32.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
825,Parfait état,apple,297.0,argent,5.5,32.0,12,iOS,1080x1920,4G,2016,3.0,Lightning,Non,Non,Non,188
826,État correct,xiaomi,309.0,noir,6.67,128.0,64,Android,1080x2340,5G,2020,6.0,USB-C,Oui,Non,Non,216
827,Parfait état,xiaomi,449.99,noir,6.67,128.0,64,Android,1080x2340,5G,2020,6.0,USB-C,Oui,Non,Non,216
828,État correct,apple,310.0,argent,4.7,128.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
829,Très bon état,apple,315.0,argent,4.7,128.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
830,Parfait état,apple,310.0,argent,4.7,128.0,12,iOS,750x1334,4G,2017,2.0,Lightning,Non,Non,Non,148
831,État correct,sony,109.9,noir,5.0,32.0,23,Android,1080x1920,4G,2016,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,152
832,Très bon état,sony,121.45,noir,5.0,32.0,23,Android,1080x1920,4G,2016,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,152
833,Parfait état,sony,119.9,noir,5.0,32.0,23,Android,1080x1920,4G,2016,3.0,micro USB + Jack 3.5mm,Non,Oui,Non,152
834,État correct,huawei,159.0,rose,5.84,64.0,16,Huawei Mobile Services,1080x2280,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
835,Parfait état,huawei,279.0,rose,5.84,64.0,16,Huawei Mobile Services,1080x2280,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,145
836,État correct,apple,177.0,or,5.5,16.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
837,Très bon état,apple,185.0,or,5.5,16.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
838,Parfait état,apple,189.0,or,5.5,16.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
839,État correct,sony,228.0,bleu,5.2,64.0,19,Android,1080x1920,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
840,Parfait état,sony,259.0,bleu,5.2,64.0,19,Android,1080x1920,4G,2017,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,155
841,État correct,samsung,495.0,noir,6.7,128.0,64,Android,1440x3200,5G,2020,8.0,USB-C,Oui,Oui,Non,188
842,Très bon état,samsung,525.0,noir,6.7,128.0,64,Android,1440x3200,5G,2020,8.0,USB-C,Oui,Oui,Non,188
843,Parfait état,samsung,554.0,noir,6.7,128.0,64,Android,1440x3200,5G,2020,8.0,USB-C,Oui,Oui,Non,188
844,État correct,samsung,584.79,bleu,6.7,128.0,64,Android,1440x3200,4G,2020,12.0,USB-C,Non,Oui,Non,163
845,Très bon état,samsung,519.0,bleu,6.7,128.0,64,Android,1440x3200,4G,2020,12.0,USB-C,Non,Oui,Non,163
846,Parfait état,samsung,529.0,bleu,6.7,128.0,64,Android,1440x3200,4G,2020,12.0,USB-C,Non,Oui,Non,163
847,Très bon état,samsung,169.0,noir,6.5,32.0,48,Android,720x1600,4G,2020,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,205
848,Parfait état,samsung,175.0,noir,6.5,32.0,48,Android,720x1600,4G,2020,3.0,USB-C + Jack 3.5mm,Non,Oui,Non,205
849,État correct,samsung,180.0,blanc,5.1,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,152
850,Très bon état,samsung,198.0,blanc,5.1,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,152
851,Parfait état,samsung,197.0,blanc,5.1,32.0,12,Android,1440x2560,4G,2016,4.0,micro USB + Jack 3.5mm,Non,Oui,Non,152
852,État correct,apple,209.0,or rose,5.5,16.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
853,Très bon état,apple,218.9,or rose,5.5,16.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
854,Parfait état,apple,190.99,or rose,5.5,16.0,12,iOS,1080x1920,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,192
855,État correct,samsung,299.0,noir,6.2,128.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,189
856,Parfait état,samsung,326.0,noir,6.2,128.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Non,Oui,Non,189
857,État correct,google,321.0,noir,6.3,64.0,16,Android,1080x2280,4G,2019,6.0,USB-C,Non,Non,Non,162
858,Très bon état,google,314.0,noir,6.3,64.0,16,Android,1080x2280,4G,2019,6.0,USB-C,Non,Non,Non,162
859,Très bon état,samsung,388.0,noir,6.5,128.0,64,Android,1080x2400,5G,2021,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,189
860,Parfait état,samsung,424.0,noir,6.5,128.0,64,Android,1080x2400,5G,2021,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,189
861,État correct,xiaomi,416.9,gris,6.67,128.0,108,Android,1080x2340,5G,2020,8.0,USB-C,Non,Non,Non,208
862,Très bon état,xiaomi,397.0,gris,6.67,128.0,108,Android,1080x2340,5G,2020,8.0,USB-C,Non,Non,Non,208
863,Parfait état,xiaomi,398.0,gris,6.67,128.0,108,Android,1080x2340,5G,2020,8.0,USB-C,Non,Non,Non,208
864,Parfait état,samsung,208.0,blanc,6.5,64.0,48,Android,720x1600,4G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,205
865,État correct,xiaomi,209.0,noir,6.39,64.0,48,Android,1080x2340,4G,2019,6.0,USB-C,Oui,Non,Non,173
866,Très bon état,xiaomi,239.0,noir,6.39,64.0,48,Android,1080x2340,4G,2019,6.0,USB-C,Oui,Non,Non,173
867,Parfait état,xiaomi,229.0,noir,6.39,64.0,48,Android,1080x2340,4G,2019,6.0,USB-C,Oui,Non,Non,173
868,État correct,samsung,261.0,noir,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,163
869,Très bon état,samsung,235.0,noir,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,163
870,Parfait état,samsung,253.0,noir,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,163
871,État correct,samsung,384.0,argent stellaire,6.3,256.0,12,Android,1080x2280,4G,2019,8.0,USB-C,Oui,Non,Non,168
872,Très bon état,samsung,399.0,argent stellaire,6.3,256.0,12,Android,1080x2280,4G,2019,8.0,USB-C,Oui,Non,Non,168
873,Parfait état,samsung,419.0,argent stellaire,6.3,256.0,12,Android,1080x2280,4G,2019,8.0,USB-C,Oui,Non,Non,168
874,État correct,apple,449.0,gris sidéral,5.8,512.0,12,iOS,1125x2436,4G,2018,4.0,Lightning,Non,Non,Non,177
875,Très bon état,apple,515.0,gris sidéral,5.8,512.0,12,iOS,1125x2436,4G,2018,4.0,Lightning,Non,Non,Non,177
876,Parfait état,apple,600.0,gris sidéral,5.8,512.0,12,iOS,1125x2436,4G,2018,4.0,Lightning,Non,Non,Non,177
877,État correct,apple,520.0,gris sidéral,6.5,512.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
878,Très bon état,apple,555.0,gris sidéral,6.5,512.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
879,Parfait état,apple,627.0,gris sidéral,6.5,512.0,12,iOS,1242x2688,4G,2018,4.0,Lightning,Non,Non,Non,208
880,État correct,apple,749.9,vert nuit,5.8,512.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
881,Très bon état,apple,810.84,vert nuit,5.8,512.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
882,Parfait état,apple,839.0,vert nuit,5.8,512.0,12,iOS,1125x2436,4G,2019,4.0,Lightning,Non,Non,Non,188
883,État correct,samsung,999.0,noir,6.8,256.0,108,Android,1440x3200,5G,2021,12.0,USB-C,Oui,Non,Non,227
884,Très bon état,samsung,999.0,noir,6.8,256.0,108,Android,1440x3200,5G,2021,12.0,USB-C,Oui,Non,Non,227
885,Parfait état,samsung,135.64,noir,6.8,256.0,108,Android,1440x3200,5G,2021,12.0,USB-C,Oui,Non,Non,227
886,Très bon état,apple,154.0,or,4.7,32.0,12,iOS,750x1334,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,143
887,État correct,samsung,159.0,rouge,6.2,32.0,13,Android,720x1520,4G,2019,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,168
888,Parfait état,samsung,169.0,rouge,6.2,32.0,13,Android,720x1520,4G,2019,4.0,micro USB + Jack 3.5mm,Oui,Oui,Non,168
889,Parfait état,huawei,165.0,bleu,5.84,64.0,16,Huawei Mobile Services,1080x2160,4G,2018,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,145
890,État correct,samsung,189.0,blanc,6.5,128.0,48,Android,720x1600,4G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,205
891,Parfait état,samsung,217.0,blanc,6.5,128.0,48,Android,720x1600,4G,2020,4.0,USB-C + Jack 3.5mm,Oui,Oui,Non,205
892,État correct,samsung,248.0,rose pourpre,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,163
893,Parfait état,samsung,230.0,rose pourpre,5.8,64.0,12,Android,1440x2960,4G,2018,4.0,USB-C + Jack 3.5mm,Non,Oui,Non,163
894,État correct,samsung,337.0,bleu,6.4,128.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,201
895,Parfait état,samsung,402.0,bleu,6.4,128.0,12,Android,1440x2960,4G,2018,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,201
896,État correct,apple,185.0,argent,4.7,128.0,12,iOS,750x1334,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,143
897,Très bon état,apple,195.0,argent,4.7,128.0,12,iOS,750x1334,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,143
898,Parfait état,apple,249.0,argent,4.7,128.0,12,iOS,750x1334,4G,2015,2.0,Lightning + Jack 3.5mm,Non,Non,Non,143
899,État correct,samsung,191.0,blanc,6.7,128.0,32,Android,1080x2400,4G,2019,6.0,USB-C + Jack 3.5mm,Oui,Oui,Non,183
